house_id,house_remark,result
3FO4K8D0LBY1,河北省邯郸市 金安公寓 2室1厅1卫1厨 51.71m²,200
3FO4KE6VWL4O,河北省邯郸市 金安公寓 2室1厅1卫1厨 84.86m²,200
3FO4K8D0K6TO,河北省邯郸市 金安公寓 2室1厅1卫1厨 91.86m²,200
3FO4K8D0KDIQ,河北省邯郸市 金安公寓 2室1厅1卫1厨 95.95m²,200
3FO4K8E0PQOP,河北省邯郸市 安联水晶坊 4室1厅2卫1厨 134.00m²,200
3FO4K8E0S5AF,河北省邯郸市 安联水晶坊 2室0厅1卫1厨 102.70m²,200
3FO4K6T6P5BC,河北省邯郸市 安联水晶坊 3室1厅3卫1厨 146.43m²,200
3FO4K8D0SB24,河北省邯郸市 安联德国印象 3室0厅1卫1厨 116.44m²,200
3FO4K8D0S7P3,河北省邯郸市 安联德国印象 2室0厅1卫1厨 93.49m²,200
3FO4K8E0PU1Q,河北省邯郸市 安联水晶坊 2室0厅1卫1厨 89.00m²,200
3FO4K6SLIUJ4,河北省邯郸市 安联德国印象 2室0厅1卫1厨 100.76m²,200
3FO4K8E0RXLD,河北省邯郸市 安联水晶坊 2室0厅1卫1厨 99.24m²,200
3FO4K8E0RA76,河北省邯郸市 安联水晶坊 3室0厅1卫1厨 106.61m²,200
3FO4K8E0RDJ7,河北省邯郸市 安联水晶坊 3室0厅1卫1厨 120.31m²,200
3FO4K8D0W1G8,河北省邯郸市 安联德国印象 2室0厅1卫1厨 101.65m²,200
3FO4K8D0TG6G,河北省邯郸市 安联德国印象 2室0厅1卫1厨 100.88m²,200
3FO4K8E0QBQV,河北省邯郸市 安联水晶坊 2室0厅1卫1厨 92.40m²,200
3FO4K8E0R3I4,河北省邯郸市 安联水晶坊 2室0厅1卫1厨 96.00m²,200
3FO4K8E0Q52T,河北省邯郸市 安联水晶坊 3室0厅1卫1厨 115.00m²,200
3FO4KE6UUFFK,河北省邯郸市 安联水晶坊 1室1厅1卫1厨 87.84m²,200
3FO4K8HV8ID5,河北省邯郸市 安联德国印象 2室0厅1卫1厨 93.00m²,200
3FO4K8E0R6U5,河北省邯郸市 安联水晶坊 3室1厅2卫1厨 108.55m²,200
3FO4K8E0PNCO,河北省邯郸市 安联水晶坊 1室0厅1卫1厨 56.00m²,200
3FO46R5HXM71,河北省邯郸市 安居鹅城首府 3室2厅2卫1厨 154.46m²,200
3FO4K8D0S4D2,河北省邯郸市 安联德国印象 3室1厅2卫1厨 116.29m²,200
3FO46R740HUR,河北省邯郸市 安居鹅城首府 4室2厅4卫1厨 196.12m²,200
3FO46TS1MEG0,河北省邯郸市 安居鹅城首府 4室2厅4卫1厨 116.01m²,200
3FO4K8FC4J4C,河北省邯郸市 安居东城 3室0厅1卫1厨 116.40m²,200
3FO4K8FC5O8O,河北省邯郸市 安居东城 2室0厅1卫1厨 102.40m²,200
3FO4JS6U6P6A,河北省邯郸市 安居东城 2室2厅1卫1厨 98.00m²,200
3FO4K8FC6FYW,河北省邯郸市 安居东城 3室1厅2卫1厨 176.50m²,200
3FO47KEGES9G,河北省邯郸市 安居东城 5室2厅4卫1厨 261.03m²,200
3FO4JS6U53BS,河北省邯郸市 安居东城 3室2厅1卫1厨 114.00m²,200
3FO4JQH515GH,河北省邯郸市 安居东城 2室2厅1卫1厨 87.96m²,200
3FO4JS6U3D5A,河北省邯郸市 安居东城 3室2厅1卫1厨 114.00m²,200
3FO4JS6U3GHB,河北省邯郸市 安居东城 3室2厅1卫1厨 118.00m²,200
3FO4JKJLOP6E,河北省邯郸市 安居东城 4室2厅2卫1厨 160.90m²,200
3FO4K8FC5UWQ,河北省邯郸市 安居东城 3室0厅1卫1厨 117.41m²,200
3FO4JS6U36G8,河北省邯郸市 安居东城 3室2厅2卫1厨 141.00m²,200
3FO4JS6U5A0U,河北省邯郸市 安居东城 2室2厅1卫1厨 103.00m²,200
3FO4J4QVP4V6,河北省邯郸市 安居东城 3室2厅2卫1厨 148.00m²,200
3FO4K8FC62LS,河北省邯郸市 安居东城 3室1厅2卫1厨 153.29m²,200
3FO4JS7G1Y7O,河北省邯郸市 安居・鹅城首府 4室2厅4卫1厨 274.00m²,200
3FO4JS7G49GD,河北省邯郸市 安居・鹅城首府 3室2厅2卫1厨 124.00m²,200
3FO4JS7G42RB,河北省邯郸市 安居・鹅城首府 3室2厅2卫1厨 152.00m²,200
3FO4IILVOY84,河北省邯郸市 (武安)碧桂园・翡翠湾 3室2厅2卫1厨 115.00m²,200
3FO4JS7G25VQ,河北省邯郸市 安居・鹅城首府 4室2厅2卫1厨 181.00m²,200
3FO4JXVYK2TU,河北省邯郸市 安居・鹅城首府 3室2厅1卫1厨 96.00m²,200
3FO4IILVNWFS,河北省邯郸市 (武安)碧桂园・翡翠湾 3室2厅2卫1厨 143.00m²,200
3FO4JS7G464C,河北省邯郸市 安居・鹅城首府 3室2厅2卫1厨 123.00m²,200
3FO4IILVNPQQ,河北省邯郸市 (武安)碧桂园・翡翠湾 4室2厅2卫1厨 140.00m²,200
3FO4IILVNMEP,河北省邯郸市 (武安)碧桂园・翡翠湾 4室2厅2卫1厨 143.00m²,200
3FO4K8FEGHYU,河北省邯郸市 成安图书大厦 2室1厅1卫1厨 98.59m²,200
3FO4JSDIJ2HW,河北省邯郸市 武安光明新城 3室2厅1卫1厨 116.53m²,200
3FO4K6T3IQL1,河北省邯郸市 成安图书大厦 3室2厅2卫1厨 124.90m²,200
3FO4K8FEIVKK,河北省邯郸市 成安图书大厦 2室1厅1卫1厨 98.19m²,200
3FO4JBO3OV6C,河北省邯郸市 武安光明书香苑 3室2厅1卫1厨 109.93m²,200
3FO4K8FEIEUF,河北省邯郸市 成安图书大厦 2室1厅1卫1厨 93.39m²,200
3FO3WYSW15GV,河北省邯郸市 武安万腾凤凰城 3室2厅2卫1厨 116.00m²,200
3FO4IKNGC0PE,河北省邯郸市 武安康佳苑 3室2厅2卫1厨 115.34m²,200
3FO40886BCEN,河北省邯郸市 安联九都漫城二期 3室2厅2卫1厨 143.25m²,200
3FO4J887W8VF,河北省邯郸市 武安市光明新城 3室2厅1卫1厨 89.70m²,200
3FO4IIKG9S67,河北省邯郸市 安联钓鱼台壹号 3室2厅2卫1厨 125.94m²,200
3FO4089Y43LX,河北省邯郸市 安联九都漫城二期 4室2厅2卫1厨 163.52m²,200
3FO4088E1VOK,河北省邯郸市 安联九都漫城二期 3室2厅2卫1厨 128.60m²,200
3FO4IIKGAQLH,河北省邯郸市 安联钓鱼台壹号 2室2厅1卫1厨 90.00m²,200
3FO4086LSFW2,河北省邯郸市 安联九都漫城二期 4室2厅2卫1厨 150.59m²,200
3FO46TMXCJ2T,河北省邯郸市 安联钓鱼台壹号 1室2厅1卫1厨 33.49m²,200
3FO46TA24YQP,河北省邯郸市 安联钓鱼台壹号 4室2厅2卫1厨 178.64m²,200
3FO4IIKGB1MK,河北省邯郸市 安联钓鱼台壹号 1室2厅1卫1厨 50.31m²,200
3FO40865QBPX,河北省邯郸市 安联九都漫城二期 3室2厅2卫1厨 136.00m²,200
3FO4IIKG9OT6,河北省邯郸市 安联钓鱼台壹号 3室2厅2卫1厨 119.67m²,200
3FO4J4NGP6Y3,河北省邯郸市 安联钓鱼台壹号 4室2厅4卫1厨 219.66m²,200
3FO46TNA09UR,河北省邯郸市 安联钓鱼台壹号 4室2厅4卫1厨 241.72m²,200
3FO477TTL96I,河北省邯郸市 武安市华府一号院 3室2厅1卫1厨 98.18m²,200
3FO4J4NGP0A1,河北省邯郸市 安联钓鱼台壹号 3室2厅2卫1厨 130.49m²,200
3FO4IIKGB4YL,河北省邯郸市 安联钓鱼台壹号 4室2厅2卫1厨 178.97m²,200
3FO4913BSOU6,河北省邯郸市 公安局长安小区 3室2厅1卫0厨 58.64m²,200
3FO3YQ3BSXD5,河北省邯郸市 武安市万腾凤凰城二期 4室2厅2卫1厨 141.00m²,200
3FO4CUNAOVRR,河北省邯郸市 公安局长安小区 2室2厅1卫1厨 80.03m²,200
3FO4B3I5VVHU,河北省邯郸市 武安 2室2厅1卫2厨 156.28m²,200
3FO4LJ5P1GM5,河北省邯郸市 武安 2室2厅1卫1厨 100.00m²,200
3FO4LYFN12AK,河北省邯郸市 武安市同安路 3室2厅1卫0厨 123.25m²,200
3FO47S1I4AVB,河北省邯郸市 武安 3室2厅1卫1厨 139.51m²,200
3FO471G2IRO3,河北省邯郸市 武安 1室0厅0卫1厨 74.32m²,200
3FO47LRM277X,河北省邯郸市 武安 2室0厅0卫0厨 37.61m²,200
3FO47L067DX7,河北省邯郸市 武安 1室3厅1卫1厨 82.21m²,200
3FO477J1359D,河北省邯郸市 武安 2室1厅0卫0厨 225.96m²,200
3FO476D84HG5,河北省邯郸市 武安 2室1厅1卫1厨 54.42m²,200
3FO4C9FLNLKF,河北省邯郸市 武安 1室1厅0卫0厨 106.88m²,200
3FO47FDVN0CX,河北省邯郸市 武安 3室1厅1卫1厨 100.34m²,200
3FO478TVMASH,河北省邯郸市 武安 1室1厅1卫1厨 113.26m²,200
3FO4C92N46PT,河北省邯郸市 武安 1室1厅0卫0厨 106.85m²,200
3FO4LOAG4FH9,河北省邯郸市 民安 3室2厅1卫2厨 109.00m²,200
3FO4LMQMQ0QV,河北省邯郸市 武安 2室0厅1卫3厨 240.00m²,200
3FO4539PG8MC,河北省邯郸市 武安 3室2厅1卫1厨 162.56m²,200
3FO4DUUUWHN9,河北省邯郸市 武安 2室1厅0卫0厨 91.43m²,200
3FO456FDA4U9,河北省邯郸市 武安 3室1厅1卫1厨 208.00m²,200
3FO4H06OR3PO,河北省邯郸市 武安 2室0厅0卫0厨 53.40m²,200
3FO4M74KMYNI,河北省邯郸市 武安 1室0厅0卫0厨 39.31m²,200
3FO4LGUVKFYJ,河北省邯郸市 广安 3室2厅1卫0厨 70.83m²,200
3FO4ERP8R3GO,河北省邯郸市 武安 3室2厅1卫1厨 122.75m²,200
3FO4GRK264IF,河北省邯郸市 武安 4室2厅1卫0厨 235.93m²,200
3FO4D94HJ5AJ,河北省邯郸市 武安 2室0厅0卫0厨 36.97m²,200
3FO4LAPNW5D5,河北省邯郸市 建安社区天苑安全文明小区 3室2厅0卫1厨 84.60m²,200
3FO43RCDP0Q6,河北省邯郸市 馨安名苑 3室2厅1卫1厨 119.17m²,200
3FO4KM6OJLDB,河北省邯郸市 武安市和西万安村 3室2厅0卫0厨 85.00m²,200
3FO4L4BY4WJP,河北省邯郸市 平安小区 3室2厅1卫2厨 121.05m²,200
3FO4DFL4F9WT,河北省邯郸市 平安小区 2室2厅0卫0厨 84.67m²,200
3FO49Q27IV63,河北省邯郸市 广安小区 3室3厅0卫2厨 124.69m²,200
3FO4H4NRCI9S,河北省邯郸市 平安小区 2室1厅1卫1厨 102.74m²,200
3FO497CJOQNC,河北省邯郸市 公安小区 2室0厅1卫1厨 42.74m²,200
3FO45XHTT2CN,河北省邯郸市 建安小区 3室1厅0卫0厨 96.83m²,200
3FO46S0VJI19,河北省邯郸市 长安小区 3室3厅0卫2厨 111.29m²,200
3FO4DMPR85UY,河北省邯郸市 广安小区 3室4厅0卫2厨 130.30m²,200
3FO466DLGA5F,河北省邯郸市 武安紫园别墅 1室1厅1卫1厨 18.81m²,200
3FO4BR8Y2K5D,河北省邯郸市 平安小区 4室2厅1卫1厨 110.86m²,200
3FO48IP8LIRL,河北省邯郸市 太安小区 2室2厅1卫1厨 85.55m²,200
3FO4DII9SOD9,河北省邯郸市 长安小区 2室2厅0卫0厨 107.18m²,200
3FO49XN6P3B6,河北省邯郸市 永安小区 3室2厅0卫2厨 40.78m²,200
3FO4J81E2415,河北省邯郸市 武安某小区 4室1厅0卫2厨 214.34m²,200
3FO47QJKFNEQ,河北省邯郸市 公安院小区 1室2厅1卫1厨 65.31m²,200
3FO4CAC1LLR4,河北省邯郸市 长安小区 3室0厅0卫0厨 63.79m²,200
3FO4CYBTWRMJ,河北省邯郸市 公安小区 3室2厅1卫1厨 111.06m²,200
3FO4L49QLNV9,河北省邯郸市 安泰小区 3室2厅1卫1厨 120.00m²,200
3FO47ISVDQNS,河北省邯郸市 安苑小区 2室2厅1卫1厨 108.71m²,200
3FO495HU1FUV,河北省邯郸市 安居新城 3室2厅0卫2厨 107.08m²,200
3FO47MABBTU8,河北省邯郸市 安泰小区 3室1厅1卫2厨 45.21m²,200
3FO4KHVJ8WY9,河北省邯郸市 安泰小区 2室1厅0卫0厨 38.14m²,200
3FO4AX5DPHRC,河北省邯郸市 安泰小区 3室1厅1卫1厨 111.46m²,200
3FO4L0U1FR5J,河北省邯郸市 安泰小区 2室2厅1卫1厨 77.03m²,200
3FO4DIAX8PQL,河北省邯郸市 成安 2室2厅1卫2厨 74.17m²,200
3FO4L4I07M66,河北省邯郸市 安泰小区 3室1厅1卫1厨 122.00m²,200
3FO4JYR7IHB1,河北省邯郸市 安泰小区 1室0厅0卫0厨 109.85m²,200
3FO4DQ29RFYU,河北省邯郸市 安泰小区 2室2厅1卫1厨 126.47m²,200
3FO49IDKUSNX,河北省邯郸市 安泰小区 3室1厅1卫1厨 108.79m²,200
3FO4JHGNFUJF,河北省邯郸市 武安光明小区 1室0厅0卫0厨 71.90m²,200
3FO45OCMRWBP,河北省邯郸市 成安 1室1厅0卫0厨 171.59m²,200
3FO4CBN0KNM3,河北省邯郸市 成安 3室0厅1卫1厨 60.48m²,200
3FO4G1V0EC95,河北省邯郸市 成安 2室1厅1卫1厨 139.01m²,200
3FO4AYPRCSH3,河北省邯郸市 成安 2室0厅0卫0厨 83.02m²,200
3FO4JLGSVVYG,河北省邯郸市 安居 1室0厅0卫0厨 86.41m²,200
3FO4K9MYN1IF,河北省邯郸市 安瑞 2室0厅0卫0厨 99.53m²,200
3FO4F84F4RV8,河北省邯郸市 安居 3室2厅0卫0厨 92.95m²,200
3FO4C5R9ALOE,河北省邯郸市 成安 1室1厅0卫1厨 100.37m²,200
3FO4LYL91YVH,河北省邯郸市 武安别墅 1室1厅0卫0厨 177.06m²,200
3FO4K98TW7BQ,河北省邯郸市 安居 4室3厅0卫0厨 86.05m²,200
3FO4DIEIU6LG,河北省邯郸市 武安联建小区 2室1厅1卫1厨 46.07m²,200
3FO4IJ1QNC9Q,河北省邯郸市 安康易居 3室2厅1卫0厨 101.90m²,200
3FO4IJ1Q0OSY,河北省邯郸市 安康易居 2室2厅1卫0厨 87.93m²,200
3FO4ITIIOM5S,河北省邯郸市 永安名都 3室2厅2卫0厨 111.81m²,200
3FO4MBORVJMI,河北省邯郸市 成安未知小区 3室1厅1卫2厨 110.58m²,200
3FO45E54C89T,河北省邯郸市 自建房 4室3厅0卫0厨 251.16m²,200
3FO4A2T4CRCM,河北省邯郸市 建行星级平安小区 3室2厅1卫1厨 94.44m²,200
3FO4F512JRCD,河北省邯郸市 武安市仁德小区 3室1厅1卫2厨 120.66m²,200
3FO4K8D0TWVL,河北省邯郸市 安联德国印象 3室2厅2卫1厨 142.03m²,200
3FO4K8D0TTJK,河北省邯郸市 安联德国印象 3室1厅2卫1厨 141.69m²,200
3FO4K8D0U7WO,河北省邯郸市 安联德国印象 3室1厅2卫1厨 139.81m²,200
3FO4K8D0SEE5,河北省邯郸市 安联德国印象 3室1厅2卫1厨 141.48m²,200
3FO4IXIO3A04,河北省邯郸市 磁县永安名都 3室2厅2卫1厨 135.63m²,200
3FO4K8HV8LP6,河北省邯郸市 安联德国印象 3室1厅2卫1厨 133.80m²,200
3FO46A63UWTQ,河北省邯郸市 建安小区(中兴路) 2室1厅0卫0厨 116.93m²,200
3FO47HWOTI9Y,河北省邯郸市 武安市仁德小区 3室2厅1卫2厨 91.66m²,200
3FO4G89GTVTC,河北省邯郸市 盛世长安 2室2厅1卫2厨 116.98m²,200
3FO4L1U05MUR,河北省邯郸市 安居505 3室2厅1卫1厨 86.31m²,200
3FO4IPL4IW6Q,河北省邯郸市 武安新华小区 2室2厅1卫1厨 118.00m²,200
3FO4527E2X2R,河北省邯郸市 盛世长安 1室2厅1卫1厨 98.90m²,200
3FO46TSJ5T6G,河北省邯郸市 安居鹅城首府 4室2厅2卫1厨 61.05m²,200
3FO4K8FC6MNY,河北省邯郸市 安居东城 5室1厅3卫1厨 247.19m²,200
3FO4B0E5NGQP,河北省邯郸市 武安碧桂园 4室2厅2卫2厨 239.34m²,200
3FO42X8HRTYG,河北省邯郸市 武安碧桂园 3室2厅1卫2厨 126.80m²,200
3FO46LJ5YV5J,河北省邯郸市 同安花园 3室1厅0卫0厨 107.18m²,200
3FO4JSHEL193,河北省邯郸市 武安市嘉园小区 3室2厅1卫2厨 117.00m²,200
3FO49CWC5OJ9,河北省邯郸市 武安天伦湾 3室2厅2卫1厨 110.00m²,200
3FO4K6T2MEUN,河北省邯郸市 安居东城 3室1厅2卫1厨 178.93m²,200
3FO4J4QVNYQT,河北省邯郸市 安居东城 3室2厅2卫1厨 169.00m²,200
3FO4FIHSJK3O,河北省邯郸市 桃园安居小区 2室2厅1卫1厨 76.58m²,200
3FO4FIOG4OH6,河北省邯郸市 桃园安居小区 3室2厅1卫1厨 83.43m²,200
3FO47PPL8GCI,河北省邯郸市 安泰苑 3室1厅1卫2厨 46.01m²,200
3FO496716G9W,河北省邯郸市 金安公寓 1室0厅0卫0厨 87.22m²,200
3FO49NFMUMR6,河北省邯郸市 永安名都 2室1厅0卫0厨 43.04m²,200
3FO46YQ2WNUF,河北省邯郸市 武安碧桂园 2室0厅0卫0厨 49.41m²,200
3FO46P0J74ER,河北省邯郸市 成安自建 4室2厅1卫1厨 38.48m²,200
3FO4J86PHLYQ,河北省邯郸市 永安名都 2室2厅1卫1厨 96.60m²,200
3FO4B5W0EBFS,河北省邯郸市 武安茗水湾 3室2厅1卫2厨 118.09m²,200
3FO45I9ROHTL,河北省邯郸市 武安碧桂园 1室0厅0卫0厨 33.63m²,200
3FO4IRF72MGJ,河北省邯郸市 永安名都 3室2厅0卫2厨 136.00m²,200
3FO4AHR1TK1D,河北省邯郸市 武安碧桂园 2室2厅0卫0厨 109.05m²,200
3FO4HRT9LAGT,河北省邯郸市 永安名都 2室2厅1卫1厨 76.69m²,200
3FO4AN9C1ANU,河北省邯郸市 邯郸-成安 1室0厅0卫0厨 40.45m²,200
3FO4COACDUVC,河北省邯郸市 永安名都 3室2厅1卫1厨 46.70m²,200
3FO4ISQC6FVQ,河北省邯郸市 永安名都 3室2厅0卫2厨 139.00m²,200
3FO4B2LSMYTB,河北省邯郸市 太安小区-41号楼 2室1厅1卫1厨 41.01m²,200
3FO4B4RBXVO9,河北省邯郸市 武安碧桂园 3室2厅1卫2厨 42.53m²,200
3FO4M2UPG3SM,河北省邯郸市 武安宏泰 3室2厅1卫1厨 116.63m²,200
3FO4JM5PT43X,河北省邯郸市 同安花园 2室2厅1卫1厨 96.00m²,200
3FO47SKAA227,河北省邯郸市 安居505 2室0厅0卫0厨 33.73m²,200
3FO44OHWTPIF,河北省邯郸市 武安智慧城 1室4厅0卫0厨 95.10m²,200
3FO44I6CJLJP,河北省邯郸市 武安智慧城 1室0厅0卫0厨 55.64m²,200
3FO4IBF36S3C,河北省邯郸市 幸福小区(国土局平安小区南) 2室1厅1卫1厨 113.30m²,200
3FO44PXO361A,河北省邯郸市 安泰小区-1号楼 3室1厅0卫0厨 102.18m²,200
3FO46G8S3A18,河北省邯郸市 安泰小区-4号楼 3室1厅1卫2厨 100.16m²,200
3FO46OY3POVH,河北省邯郸市 安泰小区-1号楼 1室2厅1卫1厨 102.21m²,200
3FO4LS6OBNML,河北省邯郸市 君子居(平安街) 3室2厅2卫1厨 126.00m²,200
3FO4M24CBDEO,河北省邯郸市 武安南小河 1室1厅0卫0厨 91.33m²,200
3FO4LDCC001T,河北省邯郸市 安居鹅城首府 5室2厅2卫2厨 185.69m²,200
3FO49OIOP9SB,河北省邯郸市 魏县长安公寓 3室2厅0卫1厨 120.68m²,200
3FO4LQKN7WSN,河北省邯郸市 安联水晶坊 3室1厅1卫1厨 96.76m²,200
3FO47NPUELK4,河北省邯郸市 武安十中 2室1厅0卫1厨 56.00m²,200
3FO4IXFTJ9K5,河北省邯郸市 磁县永安名都 3室2厅1卫2厨 139.65m²,200
3FO4LNGSCP3S,河北省邯郸市 建安东院 2室2厅1卫1厨 67.00m²,200
3FO4I89TH0C7,河北省邯郸市 中煤建安社区 1室2厅1卫1厨 46.46m²,200
3FO4J703D0C6,河北省邯郸市 武安光明书香苑 3室2厅2卫1厨 142.75m²,200
3FO4L34039U2,河北省邯郸市 安居鹅城首府 4室2厅1卫2厨 180.05m²,200
3FO4L0F3AM0H,河北省邯郸市 安居鹅城首府 3室2厅1卫0厨 104.33m²,200
3FO48P5FMQ81,河北省邯郸市 安居新城 3室2厅2卫1厨 101.18m²,200
3FO4B57WDRVI,河北省邯郸市 君子居(平安街) 2室2厅0卫1厨 65.68m²,200
3FO4DMD011QU,河北省邯郸市 君子居(平安街) 3室4厅2卫1厨 36.77m²,200
3FO47HC1GHY2,河北省邯郸市 安居东城 3室1厅1卫1厨 134.10m²,200
3FO4BQTA6K39,河北省邯郸市 君子居(平安街) 1室0厅0卫0厨 45.50m²,200
3FO4G59JF345,河北省邯郸市 长安路梁总 3室2厅0卫3厨 284.58m²,200
3FO4L3O8A4C4,河北省邯郸市 安居鹅城首府 3室2厅1卫1厨 90.56m²,200
3FO47LD3NYOH,河北省邯郸市 武安凤凰城 3室2厅1卫2厨 103.78m²,200
3FO4LMAODH89,河北省邯郸市 成安县 3室2厅1卫1厨 135.00m²,200
3FO44LTT45MK,河北省邯郸市 安居东城 5室2厅1卫4厨 252.05m²,200
3FO44LJPH4BX,河北省邯郸市 武安天伦湾 2室0厅1卫1厨 81.04m²,200
3FO48JDL4Y43,河北省邯郸市 安居新城 2室2厅0卫1厨 94.64m²,200
3FO48OUYNFPH,河北省邯郸市 武安翡翠城 2室0厅0卫0厨 94.28m²,200
3FO4KG5KXTV0,河北省邯郸市 安居东城 3室1厅1卫2厨 141.71m²,200
3FO4LDLU9FVC,河北省邯郸市 安居鹅城首府 3室2厅4卫2厨 138.00m²,200
3FO4CI3ULGH5,河北省邯郸市 魏县长安公寓 2室2厅0卫0厨 118.67m²,200
3FO4531J5FOE,河北省邯郸市 安居鹅城首府 3室2厅1卫1厨 89.78m²,200
3FO459497B2P,河北省邯郸市 安居鹅城首府 4室2厅1卫1厨 95.03m²,200
3FO4JO1VO258,河北省邯郸市 武安市铂宫华府 3室2厅2卫1厨 113.93m²,200
3FO4JO2N6E6K,河北省邯郸市 武安市铂宫华府 3室2厅2卫1厨 113.71m²,200
3FO44Y9734X4,河北省邯郸市 安居东城 3室2厅1卫2厨 134.05m²,200
3FO4842EIJU1,河北省邯郸市 安居新城 3室1厅1卫2厨 114.58m²,200
3FO48L7DQ8FY,河北省邯郸市 安居新城 2室1厅0卫0厨 109.93m²,200
3FO4AVNWCXRK,河北省邯郸市 安居鹅城首府 3室1厅1卫3厨 58.05m²,200
3FO41KR7I7V3,河北省邯郸市 武安雅园国际 2室0厅0卫0厨 169.18m²,200
3FO4L5FH6CLD,河北省邯郸市 安居东城 2室1厅1卫1厨 85.00m²,200
3FO4JMF8EE08,河北省邯郸市 安居二楼 1室1厅0卫0厨 66.29m²,200
3FO4L1T6IRR5,河北省邯郸市 安居鹅城首府 1室3厅1卫1厨 107.58m²,200
3FO4G63VK0TR,河北省邯郸市 长安路梁总 1室0厅0卫0厨 299.39m²,200
3FO4AOOVT3F8,河北省邯郸市 武安市杜庄村 3室1厅0卫0厨 82.09m²,200
