house_id,house_remark,result
3FO47KPRJDVY,河南省郑州市 腾威城 3室2厅1卫1厨 160.80m²,200
3FO4K74KDX16,河南省郑州市 锦艺城 1室1厅1卫1厨 63.45m²,200
3FO4K6N051JC,河南省郑州市 锦艺城 6室1厅3卫1厨 192.83m²,200
3FO4K74K0GK5,河南省郑州市 锦艺城 3室2厅2卫1厨 125.92m²,200
3FO47KQLTD6I,河南省郑州市 腾威城 3室2厅1卫1厨 80.35m²,200
3FO47KLVSLD5,河南省郑州市 城果 2室2厅1卫1厨 55.78m²,200
3FO47KNN2A29,河南省郑州市 城果 2室2厅1卫1厨 90.27m²,200
3FO47KNG21TW,河南省郑州市 城果 3室2厅1卫1厨 43.95m²,200
3FO4K1LU38GH,河南省郑州市 润城 3室0厅1卫1厨 128.31m²,200
3FO4K7FALMRS,河南省郑州市 润城 2室0厅1卫1厨 85.69m²,200
3FO4K1LU31RF,河南省郑州市 润城 2室0厅1卫1厨 85.70m²,200
3FO4K7FAHPOM,河南省郑州市 润城 3室0厅1卫1厨 128.31m²,200
3FO4K1LU1VN3,河南省郑州市 润城 2室0厅1卫1厨 88.91m²,200
3FO4K74JF4D2,河南省郑州市 锦艺城 2室2厅2卫1厨 113.28m²,200
3FO4K74GHBKB,河南省郑州市 锦艺城 2室1厅1卫1厨 71.92m²,200
3FO4K1LU3VUO,河南省郑州市 润城 2室0厅1卫1厨 89.70m²,200
3FO4K7FACXI7,河南省郑州市 润城 2室0厅1卫1厨 85.70m²,200
3FO4JSBD75FA,河南省郑州市 城果 2室2厅1卫1厨 98.78m²,200
3FO4JYIGS2GT,河南省郑州市 润城 3室0厅1卫1厨 128.31m²,200
3FO4K74GK6V6,河南省郑州市 锦艺城 1室0厅1卫1厨 64.28m²,200
3FO4K7FAGDV8,河南省郑州市 润城 2室0厅1卫1厨 88.12m²,200
3FO4K1LU3BSI,河南省郑州市 润城 2室0厅1卫1厨 85.69m²,200
3FO4K1LU3P6M,河南省郑州市 润城 2室0厅1卫1厨 89.68m²,200
3FO4K6N0CKOL,河南省郑州市 锦艺城 4室1厅2卫1厨 109.78m²,200
3FO4K7FALCQP,河南省郑州市 润城 3室0厅1卫1厨 128.31m²,200
3FO4JSBD6UE7,河南省郑州市 城果 3室2厅1卫1厨 113.97m²,200
3FO4JSBD6XQ8,河南省郑州市 城果 3室2厅1卫1厨 120.89m²,200
3FO4JWTDOLBX,河南省郑州市 锦艺城 3室2厅1卫1厨 106.06m²,200
3FO4AA8HAK67,河南省郑州市 浩创城 3室2厅2卫1厨 105.07m²,200
3FO4FX1AMD75,河南省郑州市 城果 4室2厅2卫1厨 147.00m²,200
3FO4JSI5B209,河南省郑州市 紫韵城 3室2厅1卫1厨 86.90m²,200
3FO4K06RLONF,河南省郑州市 长城康桥华城 3室1厅2卫1厨 150.00m²,200
3FO47L1SRUEY,河南省郑州市 天伦城 3室2厅2卫1厨 126.58m²,200
3FO44RXSHH9V,河南省郑州市 天伦城​ 3室2厅1卫1厨 98.00m²,200
3FO3W5U2PNRX,河南省郑州市 天伦城 4室2厅2卫1厨 140.00m²,200
3FO44SJTV081,河南省郑州市 孔雀城 3室2厅2卫1厨 107.28m²,200
3FO44QWQL3JX,河南省郑州市 泉舜上城 3室2厅1卫1厨 90.60m²,200
3FO3W8YSB17C,河南省郑州市 天伦城 3室2厅2卫1厨 119.30m²,200
3FO44QSWGH3W,河南省郑州市 融创城 2室2厅2卫1厨 126.00m²,200
3FO4B1MQ7T9H,河南省郑州市 泉舜上城 3室2厅1卫1厨 92.60m²,200
3FO47KWT8SGA,河南省郑州市 天伦城 3室2厅2卫1厨 92.67m²,200
3FO3YQQ661HB,河南省郑州市 天伦城 3室2厅2卫1厨 119.32m²,200
3FO43QLWVL4K,河南省郑州市 孔雀城 3室2厅2卫1厨 126.00m²,200
3FO44QXKBO2O,河南省郑州市 泉舜上城 3室2厅1卫1厨 111.66m²,200
3FO44QWXPFJI,河南省郑州市 泉舜上城 3室2厅2卫1厨 129.28m²,200
3FO44T43GA8Q,河南省郑州市 天伦城​ 4室2厅3卫1厨 150.00m²,200
3FO3XY7GP7LA,河南省郑州市 泉舜上城 2室2厅1卫1厨 81.00m²,200
3FO44QV4175C,河南省郑州市 融创城 3室2厅2卫1厨 131.00m²,200
3FO48PLCPTXD,河南省郑州市 孔雀城 3室2厅1卫1厨 88.00m²,200
3FO47XB2F0CA,河南省郑州市 孔雀城 3室2厅1卫1厨 89.00m²,200
3FO40RG6G8GR,河南省郑州市 东悦城 3室2厅1卫1厨 89.38m²,200
3FO4KGJCHKPH,河南省郑州市 橡树玫瑰城 2室1厅1卫1厨 82.42m²,200
3FO44RNK5X62,河南省郑州市 绿城·诚园 3室2厅2卫1厨 125.00m²,200
3FO480X821HN,河南省郑州市 融创城 3室2厅2卫1厨 119.13m²,200
3FO44S1B3J4U,河南省郑州市 天伦城​ 3室2厅2卫1厨 128.00m²,200
3FO4KGKCK08K,河南省郑州市 橡树玫瑰城 3室2厅2卫1厨 135.40m²,200
3FO4KDYH0LI1,河南省郑州市 永威城 2室1厅1卫1厨 59.15m²,200
3FO44EIW6TKP,河南省郑州市 正弘悦城 3室2厅1卫1厨 89.00m²,200
3FO46V2VQ936,河南省郑州市 正弘中岳城 4室2厅2卫1厨 157.51m²,200
3FO4K0AKWX1Y,河南省郑州市 橡树玫瑰城 3室1厅1卫1厨 90.15m²,200
3FO4J1Q89AVI,河南省郑州市 威龙中心城 3室2厅1卫1厨 123.62m²,200
3FO4KGKCK3KL,河南省郑州市 橡树玫瑰城 3室2厅2卫1厨 128.52m²,200
3FO484CUCWEG,河南省郑州市 融创城 3室2厅1卫1厨 95.00m²,200
3FO4JYIKYBMK,河南省郑州市 世纪城 3室0厅1卫1厨 99.20m²,200
3FO488NPLA9I,河南省郑州市 泉舜上城 2室2厅1卫1厨 76.21m²,200
3FO4JVYN0PMK,河南省郑州市 阳光城 3室2厅1卫1厨 89.00m²,200
3FO4372O0P4X,河南省郑州市 泉舜上城 3室2厅1卫1厨 88.00m²,200
3FO4K08IA15G,河南省郑州市 天下城 3室1厅2卫1厨 170.00m²,200
3FO4JS71BA2G,河南省郑州市 凯旋城 3室2厅1卫1厨 89.85m²,200
3FO45082GM56,河南省郑州市 孔雀城 2室2厅1卫1厨 100.00m²,200
3FO44RY4CVRN,河南省郑州市 天伦城​ 3室2厅2卫1厨 120.00m²,200
3FO45F4177PA,河南省郑州市 泉舜上城 3室2厅1卫1厨 89.99m²,200
3FO4IU8OY5MJ,河南省郑州市 阳光城 3室2厅2卫1厨 128.75m²,200
3FO4JVYN62V6,河南省郑州市 阳光城 2室2厅1卫1厨 85.74m²,200
3FO44QY0ISBT,河南省郑州市 泉舜上城 2室2厅1卫1厨 68.52m²,200
3FO44J8Q0P02,河南省郑州市 泉舜上城 3室2厅2卫1厨 130.00m²,200
3FO47KSOGEYR,河南省郑州市 泉舜上城 3室2厅1卫1厨 76.61m²,200
3FO44RNA4A3V,河南省郑州市 绿城·诚园 3室2厅1卫1厨 95.00m²,200
3FO44QRM95TO,河南省郑州市 融创城 3室2厅2卫1厨 98.00m²,200
3FO4J1UXSI1E,河南省郑州市 绿都城 3室2厅1卫1厨 89.85m²,200
3FO4K08X378F,河南省郑州市 橡树玫瑰城 2室0厅1卫1厨 89.18m²,200
3FO44QUOWACM,河南省郑州市 融创城 3室2厅2卫1厨 99.00m²,200
3FO44S1NIYL3,河南省郑州市 天伦城​ 4室2厅2卫1厨 128.00m²,200
3FO44QQVQRKS,河南省郑州市 融创城 3室2厅2卫1厨 127.00m²,200
3FO47L1EBPML,河南省郑州市 天伦城 3室2厅2卫1厨 72.48m²,200
3FO44S5O97O3,河南省郑州市 天伦城​ 3室2厅2卫1厨 120.00m²,200
3FO44S3CHLA9,河南省郑州市 天伦城​ 3室2厅2卫1厨 118.00m²,200
3FO4KGKCLW45,河南省郑州市 橡树玫瑰城 3室1厅1卫1厨 87.86m²,200
3FO4K7F1DG55,河南省郑州市 正商城 2室0厅1卫1厨 86.00m²,200
3FO4K76PP00J,河南省郑州市 阳光城 4室1厅2卫1厨 143.77m²,200
3FO4G2XU6T7D,河南省郑州市 阳光城 4室2厅2卫1厨 179.00m²,200
3FO4JYIKY1LH,河南省郑州市 世纪城 3室1厅2卫1厨 131.64m²,200
3FO4JSH9S6EV,河南省郑州市 盛世城 2室2厅1卫1厨 90.00m²,200
3FO4KGFWEARE,河南省郑州市 明珠小城 2室1厅1卫1厨 86.00m²,200
3FO4K0AWCX0L,河南省郑州市 御鑫城 1室0厅1卫1厨 46.56m²,200
3FO4K07PO39K,河南省郑州市 御鑫城 1室1厅1卫1厨 44.59m²,200
3FO4J1Q8947G,河南省郑州市 威龙中心城 2室2厅1卫1厨 77.00m²,200
3FO4JVYN6687,河南省郑州市 阳光城 2室2厅1卫1厨 86.00m²,200
3FO44QX2E7T1,河南省郑州市 绿城·诚园 3室2厅2卫1厨 137.00m²,200
3FO44KD0A7QA,河南省郑州市 龙城天悦 4室2厅3卫1厨 180.00m²,200
3FO47KH4NI6J,河南省郑州市 啟福城 3室2厅2卫1厨 69.56m²,200
3FO4K7F1HD8B,河南省郑州市 正商城 2室1厅1卫1厨 86.26m²,200
3FO4JVYN460L,河南省郑州市 阳光城 3室2厅1卫1厨 115.00m²,200
3FO4K0AI7HPF,河南省郑州市 橡树玫瑰城 2室0厅1卫1厨 83.05m²,200
3FO4BFB6XRY1,河南省郑州市 泉舜上城 2室2厅1卫1厨 59.89m²,200
3FO4KGLKHJIX,河南省郑州市 橄榄城 1室1厅1卫1厨 63.68m²,200
3FO4JYHMCTAP,河南省郑州市 绿都城 3室1厅1卫1厨 89.00m²,200
3FO4JYHMEQ6A,河南省郑州市 绿都城 3室2厅1卫1厨 93.00m²,200
3FO44SF745A9,河南省郑州市 天伦城​ 4室2厅2卫1厨 138.00m²,200
3FO44QT9AP9S,河南省郑州市 融创城 4室2厅2卫1厨 143.00m²,200
3FO47KYDENNA,河南省郑州市 泉舜上城 2室2厅1卫1厨 60.24m²,200
3FO47KYCUQLM,河南省郑州市 泉舜上城 3室2厅2卫1厨 99.07m²,200
3FO4K06WNISB,河南省郑州市 绿都城 3室1厅1卫1厨 110.00m²,200
3FO4K82G7YBI,河南省郑州市 阳光城 4室0厅2卫2厨 221.03m²,200
3FO4K76WR1QF,河南省郑州市 橄榄城 2室0厅1卫1厨 102.28m²,200
3FO4KGLDGCVB,河南省郑州市 橄榄城 4室2厅2卫1厨 146.27m²,200
3FO4J1Q89E8J,河南省郑州市 威龙中心城 3室2厅1卫1厨 115.92m²,200
3FO4K08WLAED,河南省郑州市 绿都城 2室2厅1卫1厨 70.00m²,200
3FO4KGJG54IM,河南省郑州市 橄榄城 3室2厅2卫1厨 131.51m²,200
3FO4JGT6E910,河南省郑州市 阳光城 3室2厅2卫1厨 99.61m²,200
3FO4JS71ASCB,河南省郑州市 凯旋城 3室2厅1卫1厨 89.23m²,200
3FO4K76WT1Y1,河南省郑州市 橄榄城 3室0厅1卫1厨 111.96m²,200
3FO4K76PRA98,河南省郑州市 阳光城 3室0厅1卫1厨 89.00m²,200
3FO4K06WACDD,河南省郑州市 御鑫城 3室2厅2卫1厨 119.10m²,200
3FO4JVYN1O2U,河南省郑州市 阳光城 4室2厅1卫1厨 135.64m²,200
3FO4JRN7Y2Q6,河南省郑州市 阳光城 3室2厅1卫1厨 71.75m²,200
3FO44QRENH38,河南省郑州市 融创城 4室2厅2卫1厨 142.00m²,200
3FO47MMGOEJO,河南省郑州市 绿城·诚园 3室2厅1卫1厨 89.78m²,200
3FO47KQVP79X,河南省郑州市 泉舜上城 2室2厅1卫1厨 61.58m²,200
3FO4JVYN1AOQ,河南省郑州市 阳光城 4室2厅2卫0厨 143.77m²,200
3FO44XETLJA0,河南省郑州市 融创城 3室2厅2卫1厨 126.00m²,200
3FO44QUW59EA,河南省郑州市 融创城 4室2厅2卫1厨 140.00m²,200
3FO44QT6DE77,河南省郑州市 融创城 3室2厅2卫1厨 128.00m²,200
3FO45040HWO6,河南省郑州市 奥园·悦城 3室2厅2卫1厨 112.00m²,200
3FO46D1KR2CV,河南省郑州市 橡树玫瑰城 2室2厅1卫1厨 83.20m²,200
3FO47NLD8EGU,河南省郑州市 正弘悦城 3室2厅1卫1厨 50.80m²,200
3FO47NG5CNCK,河南省郑州市 正弘悦城 3室2厅2卫1厨 182.65m²,200
3FO47KHT2KLY,河南省郑州市 威龙中心城 2室2厅1卫1厨 126.72m²,200
3FO4JYOJW1GL,河南省郑州市 克拉城 3室0厅1卫1厨 120.75m²,200
3FO4JFAFSTVX,河南省郑州市 建业城 3室2厅2卫1厨 125.60m²,200
3FO4K7F0VMN4,河南省郑州市 正商城 3室0厅1卫1厨 102.26m²,200
3FO4BEX83NM8,河南省郑州市 泉舜上城 2室2厅1卫1厨 50.38m²,200
3FO4K1LVCTXT,河南省郑州市 阳光城 2室0厅1卫1厨 94.84m²,200
3FO4JKYRVUTS,河南省郑州市 阳光城 3室2厅1卫1厨 74.46m²,200
3FO4JVYN348A,河南省郑州市 阳光城 3室2厅2卫1厨 128.00m²,200
3FO4G2XU6PUC,河南省郑州市 阳光城 4室2厅2卫1厨 170.00m²,200
3FO4JQO5Y3SV,河南省郑州市 正商城 3室2厅1卫1厨 130.03m²,200
3FO3X17JV6BL,河南省郑州市 融创城 4室2厅2卫1厨 140.36m²,200
3FO44SE7MX2I,河南省郑州市 天伦城​ 4室2厅2卫1厨 130.00m²,200
3FO44S6F4Y1Y,河南省郑州市 天伦城​ 3室2厅2卫1厨 118.00m²,200
3FO44TKC8GKF,河南省郑州市 天伦城​ 4室2厅3卫1厨 150.00m²,200
3FO44QTF811S,河南省郑州市 融创城 4室2厅2卫1厨 143.00m²,200
3FO44YW2FU8X,河南省郑州市 双湖城 3室2厅2卫1厨 94.37m²,200
3FO45JYKRA9Y,河南省郑州市 奥园悦城 3室2厅1卫1厨 108.75m²,200
3FO47MN2BCOL,河南省郑州市 绿城·诚园 3室2厅2卫1厨 113.63m²,200
3FO47ML0EF9U,河南省郑州市 绿城·诚园 3室2厅2卫1厨 127.43m²,200
3FO47L1I1QDH,河南省郑州市 正弘中岳城 3室2厅1卫1厨 70.84m²,200
3FO47L120ALK,河南省郑州市 天伦城 3室2厅2卫1厨 143.71m²,200
3FO4JVYN10NN,河南省郑州市 阳光城 3室2厅2卫1厨 128.00m²,200
3FO4K0BI7LYT,河南省郑州市 橡树玫瑰城 3室0厅1卫1厨 99.04m²,200
3FO4JYHMD4BS,河南省郑州市 绿都城 3室0厅1卫1厨 89.23m²,200
3FO4M7D6L82P,河南省郑州市 阳光城 4室4厅3卫1厨 263.00m²,200
3FO4JFGLYPGO,河南省郑州市 正商城 3室2厅1卫1厨 114.89m²,200
3FO4KGK1CMR8,河南省郑州市 橡树玫瑰城 2室1厅1卫1厨 86.13m²,200
3FO4KB00S97J,河南省郑州市 未来城 2室1厅1卫1厨 124.50m²,200
3FO4JS71B3DE,河南省郑州市 凯旋城 3室2厅2卫1厨 113.69m²,200
3FO4K80PUPOS,河南省郑州市 天下城 4室1厅3卫1厨 210.00m²,200
3FO4JVYN1HDS,河南省郑州市 阳光城 4室2厅2卫1厨 144.00m²,200
3FO47KP35I5L,河南省郑州市 威龙中心城 3室2厅1卫1厨 67.69m²,200
3FO44S2EN8JI,河南省郑州市 天伦城​ 4室2厅2卫1厨 130.00m²,200
3FO47L182DK0,河南省郑州市 天伦城 3室2厅3卫0厨 72.64m²,200
3FO4K06R1CGC,河南省郑州市 御鑫城 2室1厅1卫1厨 79.80m²,200
3FO4KGJQF6TB,河南省郑州市 橄榄城 2室1厅1卫1厨 75.20m²,200
3FO4K093IRUF,河南省郑州市 橡树玫瑰城 2室0厅1卫1厨 59.68m²,200
3FO4KGFWG0XW,河南省郑州市 明珠小城 3室1厅1卫1厨 118.00m²,200
3FO4JOA1QDP6,河南省郑州市 大景城 3室2厅1卫1厨 95.30m²,200
3FO4JSH95FM3,河南省郑州市 盛世城 2室2厅1卫1厨 80.00m²,200
3FO4K76WQ6N6,河南省郑州市 橄榄城 2室0厅1卫1厨 88.82m²,200
3FO4J1SGPS5W,河南省郑州市 正商城 2室2厅1卫1厨 86.97m²,200
3FO4JVYN7LDM,河南省郑州市 阳光城 2室2厅1卫1厨 85.00m²,200
3FO4KDYGX4KA,河南省郑州市 永威城 2室0厅1卫1厨 72.40m²,200
3FO4A9O30SJT,河南省郑州市 永威城 4室2厅2卫1厨 120.72m²,200
3FO4JLSES7X6,河南省郑州市 阳光城 3室2厅1卫1厨 99.46m²,200
3FO4M8N74LJK,河南省郑州市 阳光城 3室2厅1卫1厨 125.50m²,200
3FO4JVYN0IXI,河南省郑州市 阳光城 3室2厅1卫1厨 120.00m²,200
3FO4JYHO57PD,河南省郑州市 天下城 4室1厅3卫1厨 260.00m²,200
3FO4JYOJK6U2,河南省郑州市 城中央 2室1厅1卫1厨 87.33m²,200
3FO4LYF8QS99,河南省郑州市 浩创悦城 3室2厅1卫1厨 80.60m²,200
3FO4LQIKEDMG,河南省郑州市 永威城 3室2厅1卫1厨 87.46m²,200
3FO4JQLP23CK,河南省郑州市 威龙中心城 2室2厅1卫1厨 86.00m²,200
3FO4JQO5HUE1,河南省郑州市 正商城 3室2厅1卫1厨 124.91m²,200
3FO4K7EUR88G,河南省郑州市 橄榄城 3室0厅1卫1厨 115.00m²,200
3FO4KGLDHLCO,河南省郑州市 橄榄城 3室1厅1卫1厨 113.60m²,200
3FO4K0B8VDC9,河南省郑州市 橡树玫瑰城 3室0厅1卫1厨 98.03m²,200
3FO4JS1XBWHF,河南省郑州市 金帝城 4室2厅1卫1厨 145.17m²,200
3FO4KGKCDOJO,河南省郑州市 橡树玫瑰城 2室1厅1卫1厨 57.31m²,200
3FO4KGK1C9E4,河南省郑州市 橡树玫瑰城 2室1厅1卫1厨 54.18m²,200
3FO4KB00QWE5,河南省郑州市 未来城 2室1厅1卫1厨 107.25m²,200
3FO4KGKCEMYY,河南省郑州市 橡树玫瑰城 3室1厅1卫1厨 111.13m²,200
3FO4LRPF966T,河南省郑州市 永威城 3室2厅1卫1厨 83.71m²,200
3FO4KGLDITT2,河南省郑州市 橄榄城 2室1厅1卫1厨 77.50m²,200
3FO4K76PJQ3Y,河南省郑州市 阳光城 2室0厅1卫1厨 88.55m²,200
3FO4JKVUDJ4M,河南省郑州市 阳光城 3室2厅1卫1厨 74.41m²,200
3FO4JVYN5V74,河南省郑州市 阳光城 2室2厅1卫1厨 86.00m²,200
3FO4AT5B58WG,河南省郑州市 时光之城 3室2厅2卫1厨 94.09m²,200
3FO4K7XDEGML,河南省郑州市 阳光城 2室0厅1卫1厨 82.00m²,200
3FO4K08MQBE7,河南省郑州市 橡树玫瑰城 2室0厅1卫1厨 59.68m²,200
3FO4K82G7E9C,河南省郑州市 克拉城 3室1厅1卫1厨 110.00m²,200
3FO4D67U746X,河南省郑州市 天下城 2室2厅2卫1厨 151.03m²,200
3FO4JQR4CW66,河南省郑州市 正商城 3室2厅1卫1厨 131.13m²,200
3FO4K7F0YON1,河南省郑州市 正商城 2室0厅1卫1厨 84.41m²,200
3FO4JVYN69K8,河南省郑州市 阳光城 2室2厅1卫1厨 85.36m²,200
3FO4K81KWWWH,河南省郑州市 克拉城 1室1厅1卫1厨 50.00m²,200
3FO4J69DMGX8,河南省郑州市 浩创悦城 2室2厅1卫1厨 87.99m²,200
3FO4K76W6B68,河南省郑州市 橄榄城 3室1厅1卫1厨 159.55m²,200
3FO4J25XDRBM,河南省郑州市 永威城 2室2厅1卫1厨 87.75m²,200
3FO4K7XDG6T4,河南省郑州市 克拉城 2室1厅1卫1厨 90.00m²,200
3FO4JYOJNPK4,河南省郑州市 城中央 4室2厅2卫1厨 143.00m²,200
3FO4BO4QRKDH,河南省郑州市 橄榄城 3室2厅1卫1厨 92.41m²,200
3FO4K81KW2T8,河南省郑州市 阳光城 3室0厅1卫1厨 98.62m²,200
3FO4KGLL2ICW,河南省郑州市 橄榄城 1室1厅1卫1厨 61.16m²,200
3FO4JVYN5YJ5,河南省郑州市 阳光城 2室2厅1卫1厨 87.82m²,200
3FO47KGM1N32,河南省郑州市 威龙中心城 3室2厅1卫1厨 80.10m²,200
3FO4CGLG2BQY,河南省郑州市 阳光城 2室2厅1卫1厨 79.59m²,200
3FO4JS9934NH,河南省郑州市 城开绿园 3室2厅1卫1厨 91.00m²,200
3FO4KB2GMV35,河南省郑州市 金帝城 2室1厅1卫1厨 88.75m²,200
3FO4K0BQPAUU,河南省郑州市 橡树玫瑰城 2室0厅1卫1厨 98.54m²,200
3FO4K8297620,河南省郑州市 克拉城 2室1厅1卫1厨 70.00m²,200
3FO4K7XLHC97,河南省郑州市 阳光城 3室0厅1卫1厨 115.90m²,200
3FO4J1Q88WIE,河南省郑州市 威龙中心城 3室2厅1卫1厨 99.26m²,200
3FO4JYOJX9WY,河南省郑州市 克拉城 2室0厅1卫1厨 87.04m²,200
3FO4J25XEWFY,河南省郑州市 永威城 2室2厅1卫1厨 77.64m²,200
3FO4K1LVNTH4,河南省郑州市 正商城 2室1厅1卫1厨 84.11m²,200
3FO4JBT8F3NK,河南省郑州市 橡树玫瑰城 2室2厅1卫1厨 90.91m²,200
3FO4IIKYOGA0,河南省郑州市 威龙中心城 3室2厅1卫1厨 95.00m²,200
3FO4K76PRNMC,河南省郑州市 阳光城 2室0厅1卫1厨 87.82m²,200
3FO4K0AQXKTY,河南省郑州市 橡树玫瑰城 2室0厅1卫1厨 96.30m²,200
3FO4JYHMF7VF,河南省郑州市 绿都城 2室1厅1卫1厨 79.93m²,200
3FO4K0AW7E2X,河南省郑州市 橡树玫瑰城 3室1厅2卫1厨 141.80m²,200
3FO4K81P3M12,河南省郑州市 城中央 3室1厅2卫1厨 110.00m²,200
3FO4KI54MRLN,河南省郑州市 圣菲城 3室2厅2卫1厨 147.08m²,200
3FO4KGK1BYD1,河南省郑州市 橡树玫瑰城 2室1厅1卫1厨 54.18m²,200
3FO44S7IXTGD,河南省郑州市 天伦城​ 3室2厅2卫1厨 118.00m²,200
3FO4C7PETPE6,河南省郑州市 景悦城 3室2厅1卫1厨 75.98m²,200
3FO4JGWODBJ8,河南省郑州市 阳光城 3室2厅1卫1厨 101.93m²,200
3FO4JYHMEWUC,河南省郑州市 绿都城 2室0厅1卫1厨 89.50m²,200
3FO4K094DB29,河南省郑州市 未来城 3室2厅2卫1厨 130.00m²,200
3FO4JVYN0MAJ,河南省郑州市 阳光城 3室2厅1卫1厨 118.56m²,200
3FO4DA7NG4E9,河南省郑州市 泉舜上城 3室2厅2卫1厨 119.75m²,200
3FO4K7XJAMA9,河南省郑州市 远大理想城 远大理想城 3室1厅2卫1厨 110.00m²,200
3FO44R1N60WH,河南省郑州市 泉舜上城 2室2厅1卫1厨 67.00m²,200
3FO450EIJ07J,河南省郑州市 正弘悦城 3室2厅1卫1厨 89.00m²,200
3FO44QVQNTLE,河南省郑州市 绿城·诚园 3室2厅2卫1厨 137.00m²,200
3FO46EIHKOWH,河南省郑州市 圣菲城 2室2厅1卫0厨 111.68m²,200
3FO47KS30SQA,河南省郑州市 泉舜上城 2室2厅1卫1厨 67.60m²,200
3FO4JJWK9Q5G,河南省郑州市 郡城雅舍 3室4厅2卫1厨 110.95m²,200
3FO4JS993BCJ,河南省郑州市 城开绿园 2室2厅1卫1厨 91.00m²,200
3FO4J25XEMEV,河南省郑州市 永威城 2室2厅1卫1厨 80.51m²,200
3FO4KGKCCJFC,河南省郑州市 橡树玫瑰城 3室1厅1卫1厨 112.55m²,200
3FO4KGKLOD53,河南省郑州市 金帝城 2室1厅1卫1厨 88.57m²,200
3FO4JYOJNIV2,河南省郑州市 城中央 2室1厅1卫1厨 71.00m²,200
3FO4LP9VLW7U,河南省郑州市 永威城 2室2厅1卫1厨 76.29m²,200
3FO4K81VVEF6,河南省郑州市 阳光城 3室0厅1卫1厨 116.20m²,200
3FO4J6436JDY,河南省郑州市 永威城 3室2厅1卫1厨 95.00m²,200
